shape, chamfer_dist
ShapeNetV2/04256520/d60975380ebd13746a12da8b0e0f66fa, 0.0002308952807284469
ShapeNetV2/04256520/d6176ad267c3ef92f51f77a6d7299806, 0.001559003230245217
ShapeNetV2/04256520/d65ef2797ae836ca8930422448288ea, 0.0005949440229020621
ShapeNetV2/04256520/d669c884e2a9274b1e7ef3c0866377b2, 0.0011988200553187632
ShapeNetV2/04256520/d66ab7a970a3344e34e89adf02e34b7a, 0.0024572969173964313
ShapeNetV2/04256520/d6f7727a3e5736437b9c6deef486a7d8, 0.0008091757622812078
ShapeNetV2/04256520/d6f95d8ef06e6db3ba0604df5d71bead, 0.0012430784005978504
ShapeNetV2/04256520/d71b806ed0d2108dc149927e19d9b07, 0.0012514221746058578
ShapeNetV2/04256520/d7220a39bcedbb89a14c5748cc240cc2, 0.003165692702676716
ShapeNetV2/04256520/d7280c7d6dbb6f20ff12919fb1541da6, 0.0014954617863992602
ShapeNetV2/04256520/d7a7bb6725ac5248febad4f49b26ec52, 0.0017757675646909153
ShapeNetV2/04256520/d7aa6e5b0c686fdee039576a17a0737d, 0.0011384677456086694
ShapeNetV2/04256520/d7af346415eebe008f36404f302c9440, 0.0013728586299839374
ShapeNetV2/04256520/d7b69d5015110b1e2c5b2f528cea9dd6, 0.001063913157461738
ShapeNetV2/04256520/d8142324c33dfe7595bea7c29e873d16, 0.0003630913022523827
ShapeNetV2/04256520/d835768fc0cc3300ccda8d28b44378b7, 0.0011576238170270404
ShapeNetV2/04256520/d83aea7de9d3d4242c37553db37ec752, 0.000643419734826272
ShapeNetV2/04256520/d84ffaa12c52d6a9994626ba7fe8ddf7, 0.0016397642765730582
ShapeNetV2/04256520/d851b8a016cf114c742f75bc7df727ae, 0.0005815546216943198
ShapeNetV2/04256520/d863bd46db86b9dc2906e6acfda251cd, 0.001278754190466593
ShapeNetV2/04256520/d8751c7d4156c98ef09df371fae9d63d, 0.0013348563761160085
ShapeNetV2/04256520/d87a4ae5c2a768d4283b00891f680579, 0.0011358949289278992
ShapeNetV2/04256520/d8a5ba127550669d55030a5efaf6babc, 0.0005715398384147164
ShapeNetV2/04256520/d8c748ced5e5f2cc7e3820d17093b7c2, 0.00038453966618007295
ShapeNetV2/04256520/d97b919139287ace7842a9c47d0b96c6, 0.0012034706111963066
ShapeNetV2/04256520/d98731f20d3de9c4d9b53420a5458c53, 0.004342481147672176
ShapeNetV2/04256520/d992ee06ffa2455219eb0cf70882af88, 0.00016791294056329553
ShapeNetV2/04256520/d9acd27e2a9b12d3ae685ca100c909e8, 0.0013460266392054314
ShapeNetV2/04256520/d9bb77735ff0963ae7e684d25d4dcaf0, 0.0006651458514843775
ShapeNetV2/04256520/d9d61f08002dfae421cfc6e95839d798, 0.0012708899052679065
ShapeNetV2/04256520/d9ed3fd60f4d42aa5f75bf17509b9bf8, 0.0004084029229579236
ShapeNetV2/04256520/da07e1f3d336532c2346f81928a3e5eb, 0.0002048468695163314
ShapeNetV2/04256520/da77fefef637adc26eb9b08c8a74d159, 0.0006235307550583867
ShapeNetV2/04256520/da964fb2d92a461f6295e8bd02084b6, 0.003168204350730924
ShapeNetV2/04256520/dac6d5f66189b340d4ffe37a3ab73512, 0.00035939144126429044
ShapeNetV2/04256520/daf0e2193c5d1096540b442e651b7ad2, 0.0008672521228124239
ShapeNetV2/04256520/db01af2b84f8a9f615a72fd59f390cc3, 0.00022073117567841997
ShapeNetV2/04256520/db09115f98ebf4bc20768660cf080d12, 0.0013249729076017722
ShapeNetV2/04256520/db19747e2c5b126148cd16ceeddb841, 0.0006484343188619861
ShapeNetV2/04256520/db1ca6cab18d4084191c3762b497eca9, 0.0005185757023058073
ShapeNetV2/04256520/db7851745fb04cf732388c13cc4a0ba3, 0.0009771232961408595
ShapeNetV2/04256520/db851fe630734a8aee7d178666aae23d, 0.0022350307657628345
ShapeNetV2/04256520/dbadee62f27c31e9214c7379b0e80b7b, 0.0002651726101877775
ShapeNetV2/04256520/dbbf72729fafaf3737f67f4322e8d3d0, 0.0005466299797678952
ShapeNetV2/04256520/dc079a42bd90dcd9593ebeeedbff73b, 0.000856481058466663
ShapeNetV2/04256520/dc2b5f9abce70f2b55f9a00acc25f137, 0.0015962058961638498
ShapeNetV2/04256520/dc35836a8c5bbdc919fb4103277a6b93, 0.001126020474650987
ShapeNetV2/04256520/dc62af0b1d8af2c676e9713f57a5fcb6, 0.000468743196467258
ShapeNetV2/04256520/dc6308addc91fd9eb9e8bdc9c4a49aa2, 0.0006056072296986608
ShapeNetV2/04256520/dca3a1737e2e3c5c6d0fc9460109eda7, 0.0020486378628845267
ShapeNetV2/04256520/dcb434ec43228c7e98621bfaa41dc79c, 0.001914192233414177
ShapeNetV2/04256520/dcba7668017df61ef51f77a6d7299806, 0.0009484772714865096
ShapeNetV2/04256520/dce866778584da8219eb0cf70882af88, 0.00019921848583638667
ShapeNetV2/04256520/dd1e9b6cfe8c2ff65ff61a3a2a0e2484, 0.001085110975509584
ShapeNetV2/04256520/dd370ef3f3e8097abb9760cf9cd1a953, 0.0004080356885271636
ShapeNetV2/04256520/dd375d24e534101b33f2b52ebeafcf18, 0.0009207859558177168
ShapeNetV2/04256520/dd4a6a955c925d7762fd9a1e220aec64, 0.0004654237488575233
ShapeNetV2/04256520/dd6f44f5b788d5963d6d3c2fb78160fd, 0.0007084604601360825
ShapeNetV2/04256520/dd78c16d85780d6b413102507b68bcb5, 0.0014663191281490586
ShapeNetV2/04256520/dd7dc4e40e7d015c19fb4103277a6b93, 0.0029290755467673577
ShapeNetV2/04256520/dd85decc87fd988c524446331aa4f326, 0.00048527438924034677
ShapeNetV2/04256520/dd8de6dddffe302f84633b41c8a09fa0, 0.0016763141456480133
ShapeNetV2/04256520/dd9a138fd557c44f4a6b6d001599a1e5, 0.0014749877370798295
ShapeNetV2/04256520/dda3a0ecc85a337a593ebeeedbff73b, 0.001542261572420378
ShapeNetV2/04256520/ddc31f9e7064be80f51f77a6d7299806, 0.0012106310473620153
ShapeNetV2/04256520/ddf7a59004522f04c366b8589aac6975, 0.001516681684761685
ShapeNetV2/04256520/de14f6786ddc7e11bd83c80a89cb8f94, 0.0012884659476352668
ShapeNetV2/04256520/de1fc3a00a11e87af62af8489541547b, 0.0003124619666794994
ShapeNetV2/04256520/de2bb45b7e200d6916d102513d0383c0, 0.00026179119812399506
ShapeNetV2/04256520/de3589ff77017c7df15e23b99997e42b, 0.000663639111924158
ShapeNetV2/04256520/de4e483a1587da9fdb24ee630144f57f, 0.0008824314625047269
ShapeNetV2/04256520/de55a935ca4af29649a92ce7de587886, 0.002128572093233828
ShapeNetV2/04256520/de5ac6717fb307e6b01c58badc8bbc39, 0.00035109222072246966
ShapeNetV2/04256520/de6e76b4be0db5a0f81b347089add3de, 0.0014605989071636194
ShapeNetV2/04256520/deb0889d902f08bef51f77a6d7299806, 0.001632271581083881
ShapeNetV2/04256520/deb7ac5670e9bb27af8808fbf39db46b, 0.0007555226958967421
ShapeNetV2/04256520/debcadc4067158674ab1b242068f86fb, 0.0002767001597819889
ShapeNetV2/04256520/def69858279a9b23f841858369432cc, 0.0002823362114026222
ShapeNetV2/04256520/df19f437c753b93a72814c9aa90ee14e, 0.0006403634911898908
ShapeNetV2/04256520/df2fd8e97036e287dce02b254c09566e, 0.001079894424683155
ShapeNetV2/04256520/df4ce626dc8b2a744b3c42e318f3affc, 0.0007030872213051267
ShapeNetV2/04256520/df7cced6f0e5e65c26e55d59015dabc6, 0.0003413883375131503
ShapeNetV2/04256520/df912366bccfcc0258db0ef36af1d3c5, 0.0004518883784937038
ShapeNetV2/04256520/dfb54a98465dffeffcd08faf4fccd0f, 0.002699215734046895
ShapeNetV2/04256520/dfc8656b5e7e6104feec1f13d2353f3, 0.002004569180443343
ShapeNetV2/04256520/dfcc3ebaa7e5ff1720768660cf080d12, 0.00042460779058455303
ShapeNetV2/04256520/dfda3c467eb6066fe6fe3612af521500, 0.001045680840375843
ShapeNetV2/04256520/e014e3cecb1bc2b949a3c1009fa79820, 0.0006317861020729396
ShapeNetV2/04256520/e03147a11bd7c10e3d23022ce06f940d, 0.0022016408099072475
ShapeNetV2/04256520/e03c28dbfe1f2d9638bb8355830240f9, 0.0008658411649985768
ShapeNetV2/04256520/e0591c0d35f82023610c2a68437007d6, 0.0011852056650652483
ShapeNetV2/04256520/e063706e52feb2db039d8689a74349, 0.0018841526247318349
ShapeNetV2/04256520/e09005010542d8193d28966b7ef7a935, 0.0023194771606926835
ShapeNetV2/04256520/e09efbe78b2adfc322d06a647cb73a3b, 0.00016124931961058922
ShapeNetV2/04256520/e0b897af3eee5ec8d8ac5d7ad0953104, 0.00025377476464960504
ShapeNetV2/04256520/e0c9ef28aff6484e6eb9b08c8a74d159, 0.0009987240509317726
ShapeNetV2/04256520/e0fd6cc8f2e62ed6d1151897037aebc, 0.000771784982920751
ShapeNetV2/04256520/e12cf322cdec8ceb63860d683ccd0da, 0.0002246960782456812
ShapeNetV2/04256520/e1662c8dfabda9e76eb9b08c8a74d159, 0.0016845363261135493
ShapeNetV2/04256520/e17c6810519ba81a559916e9a5177b0e, 0.00015439417826794985
ShapeNetV2/04256520/e1e2ab3bc1d604752b4aa1e18549d620, 0.0007475232709043216
ShapeNetV2/04256520/e1fe7e3d2dbdfda9bb5bd941c6665c21, 0.0015236534576795054
ShapeNetV2/04256520/e21b95b9dbfcbed28ccbec49bbc083f6, 0.0012378132375232918
ShapeNetV2/04256520/e2916cab74b3703763ffebf86d8dd00, 0.0011388288926657585
ShapeNetV2/04256520/e2965d9df7974ba25369e32fb818f337, 0.0008695577426678763
ShapeNetV2/04256520/e29fbd1feb9659dc843ead12644a79bb, 0.0006639663545089417
ShapeNetV2/04256520/e2b1b05de388e7db3b52c6376e0759d3, 0.0010130873925335193
ShapeNetV2/04256520/e2c68936d051b926646568c803ce68ef, 0.0003568363449042121
ShapeNetV2/04256520/e2ea1cd546d6cb4b94db33559ec0df30, 0.0010788574514750031
ShapeNetV2/04256520/e3610bdf0eb38f6b4b8710a3469971b1, 0.0002156164454101999
ShapeNetV2/04256520/e37b46236accac968cbb8bac2032149c, 0.0017407203069491695
ShapeNetV2/04256520/e389a5eaaa448a00d6bd2821a9079b28, 0.00018308968190991422
ShapeNetV2/04256520/e3992b75b446fb5af7c7ad2549a1b15, 0.0007258113744521638
ShapeNetV2/04256520/e3b28c9216617a638ab9d2d7b1d714, 0.0011508701166044848
ShapeNetV2/04256520/e3c42f99d05348c6d456f2c60deb666b, 0.000914526045288216
ShapeNetV2/04256520/e3ce79fd03b7a78d98661b9abac3e1f9, 0.0008840165821085132
ShapeNetV2/04256520/e3d3c8dfcb19d920cc3e9831f31c9164, 0.0016396016349641779
ShapeNetV2/04256520/e3f5405a4843343e91fa1c643766450d, 0.0010896236639474015
ShapeNetV2/04256520/e40e193e6468db644b3c42e318f3affc, 0.00042612523411972303
ShapeNetV2/04256520/e42f4a13086f847be55735bbf02fe10b, 0.0006826428698229718
ShapeNetV2/04256520/e46d448389af3fe4500158c23c4c5a8e, 0.001194614433655625
ShapeNetV2/04256520/e471ff9cacad70d391fa1c643766450d, 0.001191854965793845
ShapeNetV2/04256520/e481539e23b4665e20768660cf080d12, 0.0010812641278941989
ShapeNetV2/04256520/e48455c2ad642df1febad4f49b26ec52, 0.0012984818491781074
ShapeNetV2/04256520/e491dc151c8e801186abe5555a3b447d, 0.0007289183315322019
ShapeNetV2/04256520/e49c0df0a42bdbecc4b4c7225ff8487e, 0.00038194821053430853
ShapeNetV2/04256520/e4e0f428fcaa01bd19fb4103277a6b93, 0.0011436047049296315
ShapeNetV2/04256520/e51d445efd61b1e4e1296b473bec7902, 0.0008391781214375189
ShapeNetV2/04256520/e541933c90eec36182db9fca4b68095, 0.001266100257023484
ShapeNetV2/04256520/e55e87415f0c23baa1845d2858b500eb, 0.0005893050001712562
ShapeNetV2/04256520/e59bd11e144f6ca49aff919557ab16d, 0.00026013227903859973
ShapeNetV2/04256520/e5a4cb87310ec996e649b526d4e1735a, 0.0013348988891944647
ShapeNetV2/04256520/e5b0d8cabce54f524b3c42e318f3affc, 0.0005651897649490676
ShapeNetV2/04256520/e5d5c0cfeea2fdd11b17743c18fb63dc, 0.0002777394932084776
ShapeNetV2/04256520/e5da166f78544aabd37035c74acfab37, 0.000888761416731162
ShapeNetV2/04256520/e5dee68606d47d3aca9b40e76e725878, 0.0006704862476316518
ShapeNetV2/04256520/e5f51c7ccf8ec35d2f134420f7b0d7e6, 0.0016599319513951327
ShapeNetV2/04256520/e61751c485c937fa717300ec93e59c63, 0.0006319657289047792
ShapeNetV2/04256520/e62a984beecfdd9a695c69bb6f9606c8, 0.0013747152571149698
ShapeNetV2/04256520/e68758f3775f700df1783a44a88d6274, 0.0009738446824069857
ShapeNetV2/04256520/e6cc5fa521f970874c6deb9ede0648df, 0.000445466148956162
ShapeNetV2/04256520/e6e2ed3f41a3eb951197663c308adec2, 0.001335536780762047
ShapeNetV2/04256520/e6ecc4e6734f056855f9a00acc25f137, 0.0012525030402281258
ShapeNetV2/04256520/e708bde6a2ffa4cd1ed1d681aa8388f6, 0.0006616227247464063
ShapeNetV2/04256520/e74d866f44f857e77b5d58e18a4bdcae, 0.0006309966739616235
ShapeNetV2/04256520/e76457b55a3c041cfe49db72b6ffb2c9, 0.0010287931803844986
ShapeNetV2/04256520/e78b5c9191f3007cd36a803949e62cea, 0.0006629364655712235
ShapeNetV2/04256520/e78c23ab7426227b4b3c42e318f3affc, 0.0009853388572379613
ShapeNetV2/04256520/e7eb561c782fd92163d467b618e97922, 0.0003223944522759626
ShapeNetV2/04256520/e809c16325be020c795085b4d203932, 0.00015228219968555542
ShapeNetV2/04256520/e80ade8966a54fe419fb4103277a6b93, 0.0030756229035797194
ShapeNetV2/04256520/e817922063c3b24ca296c91af58589c8, 0.0009924833168498304
ShapeNetV2/04256520/e8342d53ae929341b6feeb62eb9d939b, 0.0005742855267271692
ShapeNetV2/04256520/e8524ce4800693ad1aab7fc1a7e09451, 0.001108032072247394
ShapeNetV2/04256520/e86d2ddb1e38d2e082db9fca4b68095, 0.0018481408153735866
ShapeNetV2/04256520/e8aa02effc458838f2098a9f7fc86999, 0.0022049815501152125
ShapeNetV2/04256520/e8d6ed94c67d6f43708fed31e484f9c0, 0.0015475134312587524
ShapeNetV2/04256520/e8dfcea40c6cee9b990561fc34164364, 0.00022551598814743727
ShapeNetV2/04256520/e8e8f3249b237cb3450fa717654492da, 0.0010432484845207392
ShapeNetV2/04256520/e8f21fec8246fd5a8bbe798b99a6a988, 0.00020699978650676824
ShapeNetV2/04256520/e9017aa5115303957be8ee92c39a9d4b, 0.00025829653634543235
ShapeNetV2/04256520/e91742c726572352593ebeeedbff73b, 0.0008700806581582692
ShapeNetV2/04256520/e92822b0b73f0ad6976792e9f0f98e95, 0.0007014901014661898
ShapeNetV2/04256520/e93e9beb358d9fb8c397356311cbeea4, 0.0008266415464951728
ShapeNetV2/04256520/e963f9423720600cf506f5cb7d8ce57, 0.0025341155613497063
ShapeNetV2/04256520/e9e54de1814ccae5bbb6a513934583ce, 0.00033575073835132366
ShapeNetV2/04256520/e9ffbfa88c9bf2662f3a69b1a6aa6812, 0.002227988140123992
ShapeNetV2/04256520/ea295fb4335e3499f51fa0238791f5dc, 0.0006214912629056645
ShapeNetV2/04256520/ea49f8fc66df2b1819fb4103277a6b93, 0.0015436278644420805
ShapeNetV2/04256520/ea9a266329617a165298386582afecd3, 0.0012807078425532037
ShapeNetV2/04256520/ea9aaecb6305da9ff51f77a6d7299806, 0.000629776539865996
ShapeNetV2/04256520/eac135eb1aa4665c4b3c42e318f3affc, 0.001410895182124269
ShapeNetV2/04256520/ead777f4e8c5bc346ad8177a9d42d3c9, 0.000457099483693958
ShapeNetV2/04256520/eaeaa6879cb8f5193a9b2e04441ce376, 0.00017917964978020887
ShapeNetV2/04256520/eaec2a137b0858aa599dcc439b161a52, 0.0010633800693260038
ShapeNetV2/04256520/eafc1a44c43b48b24b3c42e318f3affc, 0.00036616282073969486
ShapeNetV2/04256520/eb3b29fb1782c83de8a4454323586e35, 0.00035640653581063493
ShapeNetV2/04256520/eb568f8bbfee977c6b4fe272da0db543, 0.0014412680897792059
ShapeNetV2/04256520/eba5b24b9c3dc8cf9c0ca344f487323e, 0.0007775800559777873
ShapeNetV2/04256520/ebb29b67c390a28ae7c7920f6a65a54d, 0.0005646169629802758
ShapeNetV2/04256520/ebba3b7239bd43cbd4fd21ba7448467e, 0.0011202763431502993
ShapeNetV2/04256520/ebc8467a8de995924b3c42e318f3affc, 0.0007458301879336315
ShapeNetV2/04256520/ebdeea981de34c1b2d19175e7d19b7cb, 0.002715307047631544
ShapeNetV2/04256520/ec4948183b308204e4d5ca1617e68f91, 0.0008768205683638706
ShapeNetV2/04256520/ecb362a469c76e76febad4f49b26ec52, 0.003758834787018626
ShapeNetV2/04256520/ecdefc9c1104da52bca88fbd368f59a, 0.001041249936757536
ShapeNetV2/04256520/ece6da595e7754b3eb0f7c4d37fcbed7, 0.000418621529022942
ShapeNetV2/04256520/ecf29f5698798a74104d78b9947ee8, 0.002298715101085422
ShapeNetV2/04256520/ed151b7e31cf582ffe00f644e4f1521a, 0.0009778540568178536
ShapeNetV2/04256520/ed1acc5b1cf032b94fb315ce917a9ec2, 0.0010806081430837172
ShapeNetV2/04256520/ed1aee9100f58e26b9b072e1f62798f5, 0.001242087597755366
ShapeNetV2/04256520/ed394e35b999f69edb039d8689a74349, 0.0018261191895726158
ShapeNetV2/04256520/ed4ac116e03ebb8d663191fd557d3a61, 0.00042812631761523915
ShapeNetV2/04256520/ed6704f132eebc3ef13ce777d031b4b2, 0.0006368767928703708
ShapeNetV2/04256520/ed80dfdb4a552b189d4d5dcd2cc33826, 0.0014002548463908188
ShapeNetV2/04256520/ed90b3d1d41c46a82b09cb731e7a040f, 0.0009968500841336068
ShapeNetV2/04256520/eda8029bfa428c38f6ab3cbe0907fba9, 0.00015186712388326766
ShapeNetV2/04256520/ee3d0be16a4499b7d8ce2b7ddb5bbcea, 0.0006636774404431206
ShapeNetV2/04256520/ee57ae3e04b1930aa6bb70ffc9e4e52, 0.0008487877699816816
ShapeNetV2/04256520/ee5d770da5335578f7d7b7d6143367b0, 0.0007005647427654165
ShapeNetV2/04256520/ee5f19266a3ed535a6491c91cd8d7770, 0.0005870071298372497
ShapeNetV2/04256520/ee63182f95899a7419fb4103277a6b93, 0.0025304917611491183
ShapeNetV2/04256520/ee7ffc0b1cead515b2cf0fffc23ad5, 0.0005210426826368984
ShapeNetV2/04256520/ef05b57542cbf151e7e684d25d4dcaf0, 0.0019334694018180072
ShapeNetV2/04256520/ef185107fb8d70ced06d60299de4d22, 0.000335890257010157
ShapeNetV2/04256520/ef479941cb60405f8cbd400aa99bee96, 0.0016418465337431237
ShapeNetV2/04256520/ef511c56878424e4a6380f3fc7269ff, 0.002375981484970379
ShapeNetV2/04256520/ef5eb51bbb7141c119fb4103277a6b93, 0.0009631915724859257
ShapeNetV2/04256520/ef6ec9f481a67015ee3907b60a74e8f8, 0.001090295183054319
ShapeNetV2/04256520/ef99fe2058dbf199a2ebd6ecc07363e1, 0.0004990877560481202
ShapeNetV2/04256520/effb1b260f100f5919fb4103277a6b93, 0.0013144081395858546
ShapeNetV2/04256520/f05f6b3e7c0afdb352fc7e973ba7787, 0.0012394528672642511
ShapeNetV2/04256520/f094521e8579917eea65c47b660136e7, 0.0019416818644905861
ShapeNetV2/04256520/f0961a7006186493df6cfab91d65bb91, 0.00045801595193557267
ShapeNetV2/04256520/f0a02b63e1c84a3fbf7df791578d3fb5, 0.0006055276336508285
ShapeNetV2/04256520/f0e243acfc5605bdcadbe66b40c67b2a, 0.0008427118947774166
ShapeNetV2/04256520/f114b76d551b5e5affcd08faf4fccd0f, 0.0002642997705872189
ShapeNetV2/04256520/f1241a9c69cf35feb3104e94482ea9ce, 0.0006464157488718032
ShapeNetV2/04256520/f125875fefd6a02af487e71bd57b6e0c, 0.0009714479768674547
ShapeNetV2/04256520/f12c92ab5f422c07fe5adaeab9475bc5, 0.0018189671329030355
ShapeNetV2/04256520/f144cda19f9457fef9b7ca92584b5271, 0.0007968243262636927
ShapeNetV2/04256520/f15d3637d11e93f5dd17d7a192a3a64c, 0.0020850278049685915
ShapeNetV2/04256520/f16d8f18e03669308f00a5ba54aa8088, 0.0015404167758124206
ShapeNetV2/04256520/f178d79c569c05d47edb0bede88c064d, 0.0034779447692302773
ShapeNetV2/04256520/f1c533e2cba193631b02cde7e81f0fc3, 0.0009355362996010743
ShapeNetV2/04256520/f1ce06c5259f771dc24182d0db4c6889, 0.0020613528978304717
ShapeNetV2/04256520/f1d1fdca528582dca6c4f2c64bf812b4, 0.0004136059723137142
ShapeNetV2/04256520/f20e7f4f41f323a04b3c42e318f3affc, 0.0006703030746559053
ShapeNetV2/04256520/f23636645d46b743ad4f8dd77b0e70fc, 0.0009164328220776707
ShapeNetV2/04256520/f2446f65ba438c2119fb4103277a6b93, 0.0010233891046353381
ShapeNetV2/04256520/f2458aaf4ab3e0585d7543afa4b9b4e8, 0.0007436389777852154
ShapeNetV2/04256520/f27962a9ea7a87a87140e995552e7616, 0.0004676179795368995
ShapeNetV2/04256520/f2a96143ed0936265d2b890291504877, 0.0011998238192539896
ShapeNetV2/04256520/f2ad41a5ffb961c4276813f95a6b7283, 0.00048545953354065365
ShapeNetV2/04256520/f2edaaa8bef11dedbac8a2db6cabda6a, 0.0006921590692058027
